Word,Neighbours
FUNK,"BUNK,DUNK,GUNK,HUNK,JUNK,LUNK,PUNK,SUNK,FANK,FINK,FUCK,FUSK,FUND,FUNG,FUNS"
ABATER,"ACATER,AWATER,ABASER,ABATOR,ABATED,ABATES"
UNDRAG,"UPDRAG,UNDRAB,UNDRAW"
BREWST,"BROWST,BREAST"
MISKY,"PISKY,RISKY,MUSKY,MICKY,MILKY,MIRKY,MISLY,MISSY,MISTY"
POONAH,"POOJAH,POONAC"
DODKIN,"BODKIN,GODKIN,DOTKIN"
STRIFE,"STRAFE,STRIAE,STRIDE,STRIKE,STRIPE,STRIVE,STRIFT"
SESTI,"CESTI,SENTI,SEPTI"
DENE,"BENE,GENE,MENE,NENE,PENE,SENE,TENE,DINE,DONE,DUNE,DYNE,DEBE,DEKE,DELE,DEME,DERE,DENI,DENS,DENT,DENY"
SARPO,SARGO
JURATA,"AURATA,JURARA,JURATS"
FORUM,"JORUM,LORUM,FORAM"
ADEPTS,"ADAPTS,ADOPTS"
YIRRED,BIRRED
LADENS,"LODENS,LATENS,LADERS"
ARTABE,ARTABA
TIGNON,"MIGNON,PIGNON,SIGNON,TIGLON"
BAHAMA,"BAHIMA,BAHUMA,BAHADA"
LAIC,"SAIC,LAID,LAIK,LAIN,LAIR"
YAHOO,"BAHOO,WAHOO,YABOO,YAZOO"
MOPING,"COPING,DOPING,HOPING,LOPING,ROPING,TOPING,MOLING,MOOING,MOVING,MOWING,MOZING"
TEFFS,"TIFFS,TOFFS,TUFFS"
CONGES,"LONGES,CONIES,CONTES,CONGAS,CONGOS,CONGED,CONGEE,CONGER"
YOCKEL,"YUCKEL,YOCHEL,YOCKED"
SEPSID,"DEPSID,SEPSIN,SEPSIS"
SHATAN,"SHABAN,SHAMAN,SHARAN"
AWING,"EWING,OWING,SWING,ACING,AGING,AKING,APING,ATING,AXING,AWINK"
HAULD,"BAULD,CAULD,FAULD,SAULD,YAULD,HAULM,HAULS,HAULT"
GIRD,"BIRD,JIRD,YIRD,GIED,GILD,GIRL,GIRN,GIRO,GIRR,GIRT"
ELSES,"EASES,ERSES,ESSES,ELVES"
BIDDY,"DIDDY,GIDDY,KIDDY,MIDDY,TIDDY,WIDDY,BADDY,BUDDY,BIRDY,BIDRY"
PUNNER,"CUNNER,DUNNER,GUNNER,HUNNER,RUNNER,TUNNER,WUNNER,PANNER,PENNER,PINNER,PUNGER,PUNIER,PUNKER,PUNTER,PUNNED,PUNNET"
ACRE,"AYRE,ACHE,ACME,ACNE,ACRO"
PUSHER,"BUSHER,GUSHER,HUSHER,LUSHER,MUSHER,RUSHER,TUSHER,POSHER,PUTHER,PUSHED,PUSHES"
CITER,"BITER,DITER,KITER,LITER,MITER,NITER,TITER,CATER,CUTER,CICER,CIDER,CITED,CITEE,CITES"
VOMERS,"COMERS,HOMERS,SOMERS,VOTERS,VOWERS"
BEPUFF,REPUFF
NAPAL,"PAPAL,NEPAL,NOPAL,NABAL,NASAL,NATAL,NAVAL"
CANTHI,CANCHI
ARTY,"ARMY,ARSY,ARTI,ARTS"
YILLS,"BILLS,DILLS,FILLS,GILLS,HILLS,JILLS,KILLS,MILLS,NILLS,PILLS,RILLS,SILLS,TILLS,VILLS,WILLS,ZILLS,YELLS"
PUDSY,"SUDSY,PURSY,PUSSY,PUDDY,PUDGY"
AONACH,"MONACH,AENACH"
LOUTED,"POUTED,ROUTED,TOUTED,LOFTED,LOOTED,LOTTED,LOUPED,LOURED,LOUSED,LOUTER"
PARR,"CARR,YARR,PURR,PAIR,PARA,PARD,PARE,PARK,PARP,PARS,PART"
SINCE,"MINCE,VINCE,WINCE,YINCE,SENCE,SINAE,SINGE"
BARRA,"JARRA,NARRA,PARRA,SARRA,BAJRA,BAKRA,BAWRA,BARBA,BARIA,BARRE,BARRY"
EAVED,"CAVED,LAVED,PAVED,RAVED,SAVED,WAVED,EARED,EASED,EAVER,EAVES"
FALUS,"MALUS,PALUS,SALUS,TALUS,FAGUS,FAVUS,FALLS,FALUN"
SHAURI,"CHAURI,DHAURI"
NOOSED,"GOOSED,LOOSED,ROOSED,NOISED,NOOKED,NOONED,NOOSER,NOOSES"
MONGOE,"MONROE,MONGOL,MONGOS"
PEACE,"PLACE,PENCE,PEAGE,PEASE,PEACH"
PARAMO,"ZARAMO,PARADO"
PONDUS,"FONDUS,PONTUS"
CROKER,"BROKER,PROKER,TROKER,CHOKER,COOKER,CRAKER,CROMER,CROWER,CROZER"
DIXI,"DIVI,DIXY"
ARATI,"ADATI,AMATI"
EGGER,"AGGER,EAGER,EDGER,EGGAR,EGGED"
GRIFF,"GLIFF,GRAFF,GROFF,GRUFF,GRIEF,GRIFT"
BRICKY,"PRICKY,TRICKY,BLICKY,BRACKY,BRISKY,BRICKS"
BACULI,"BACULA,BACULE"
LEVY,"BEVY,LEVA,LEVE,LEVO,LEVS"
ANGUID,ANGUIS
USENT,"URENT,USANT"
BUBOS,BUBAS
LASQUE,"BASQUE,CASQUE,MASQUE"
WIDENS,"BIDENS,WIZENS"
BEAKED,"FEAKED,LEAKED,PEAKED,BRAKED,BECKED,BEADED,BEAMED,BEANED,BEARED,BEAUED,BEAKER"
TOOLSY,"TOOTSY,TOOLSI"
ARVOS,"ARCOS,ARGOS"
LOOPY,"GOOPY,LOPPY,LOOBY,LOOEY,LOOKY,LOONY,LOORY,LOOPE,LOOPS"
KRAIT,"TRAIT,KRAFT,KRAUT"
BAIDAK,BAIDAR
LACKER,"BACKER,DACKER,HACKER,JACKER,PACKER,RACKER,SACKER,TACKER,WACKER,LECKER,LICKER,LOCKER,LANKER,LARKER,LACIER,LACKED,LACKEY"
MAMMIE,"LAMMIE,TAMMIE,MAMMAE,MAMMEE,MAMMIN"
VELL,"BELL,CELL,DELL,FELL,HELL,JELL,KELL,MELL,PELL,SELL,TELL,WELL,YELL,VILL,VEAL,VEIL,VELA,VELD,VELE"
TAROCS,"TAROKS,TAROTS"
HAULMS,HAULMY
SHOOT,"BHOOT,WHOOT,SCOOT,SFOOT,SKOOT,SLOOT,SMOOT,SNOOT,SPOOT,STOOT,SHOAT,SHORT,SHOTT,SHOUT,SHOOD,SHOOI,SHOOK,SHOOL,SHOON,SHOOP,SHOOR,SHOOS"
DIZZY,"FIZZY,MIZZY,TIZZY,VIZZY"
AXONE,"ACONE,AGONE,ALONE,ATONE,AXINE,AXONS"
CAINS,"FAINS,GAINS,KAINS,MAINS,PAINS,RAINS,SAINS,TAINS,WAINS,CHINS,COINS,CARNS,CAIDS"
PYKNIC,PYCNIC
RAPHIS,"RACHIS,RAPHES,RAPHUS,RAPHIA"
GLOBY,"GLEBY,GLORY,GLOBE,GLOBS"
DEBITE,"BEBITE,REBITE,DEBATE,DEBILE,DEBITS"
DOPPED,"BOPPED,COPPED,FOPPED,HOPPED,LOPPED,MOPPED,POPPED,SOPPED,TOPPED,DAPPED,DIPPED,DUPPED,DOPPER"
VIOLON,"VIOLAN,VIOLIN"
AXONIC,"OXONIC,ACONIC,ADONIC,AEONIC,AGONIC,APONIC,ATONIC,AZONIC,AXENIC,AXONIA"
ARAR,"AFAR,AGAR,AJAR,ALAR,ASAR,ARAK"
ANDRIA,"ANURIA,ANDREA,ANDRIC"
HAGLIN,"RAGLIN,HAFLIN,HAGDIN,HAGEIN"
STERNA,"PTERNA,STERNO,STERNS"
CISCO,"DISCO,PISCO,CASCO"
EXCERN,"EXTERN,EXCERP"
CELLOS,HELLOS
MIXES,"FIXES,NIXES,PIXES,SIXES,MIKES,MILES,MIMES,MINES,MIRES,MISES,MITES,MIXED,MIXEN,MIXER"
OUPHES,OUCHES
ZEBU,ZOBU
DUNGAN,"LUNGAN,TUNGAN,YUNGAN,DURGAN,DUNCAN,DUNGON,DUNGAS"
SPORT,"APORT,SHORT,SNORT,SSORT,SPART,SPIRT,SPURT,SPOOT,SPOUT,SPORE"
RUMP,"BUMP,DUMP,GUMP,HUMP,JUMP,LUMP,MUMP,PUMP,SUMP,TUMP,YUMP,RAMP,ROMP,RURP,RUME,RUMS"
TOGAED,TOGGED
WAID,"CAID,GAID,KAID,LAID,MAID,PAID,QAID,RAID,SAID,WEID,WHID,WADD,WALD,WAND,WARD,WAIF,WAIL,WAIN,WAIR,WAIS,WAIT"
RATCH,"BATCH,CATCH,DATCH,GATCH,HATCH,LATCH,MATCH,NATCH,PATCH,WATCH,RETCH,ROTCH,RUTCH,RANCH"
SETUP,"GETUP,LETUP,SITUP"
GLADE,"BLADE,CLADE,SLADE,GRADE,GLEDE,GLIDE,GLACE,GLARE,GLAVE,GLAZE,GLADS,GLADY"
BARBU,"BARBA,BARBE,BARBS"
FOLDS,"COLDS,GOLDS,HOLDS,MOLDS,WOLDS,FONDS,FOODS,FORDS,FOLKS,FOLDY"
SHRIFT,"THRIFT,STRIFT"
ANIMA,"ALIMA,ANAMA,ANIBA,ANITA,ANIME,ANIMI,ANIMO"
LOCKED,"COCKED,DOCKED,HOCKED,MOCKED,NOCKED,POCKED,ROCKED,SOCKED,YOCKED,LACKED,LICKED,LUCKED,LOOKED,LOCOED,LOCKER,LOCKET"
NODDLE,"BODDLE,CODDLE,DODDLE,HODDLE,PODDLE,TODDLE,NIDDLE,NUDDLE,NOODLE,NODULE"
JACK,"BACK,CACK,DACK,HACK,KACK,LACK,MACK,PACK,RACK,SACK,TACK,WACK,YACK,ZACK,JOCK,JARK,JAUK"
KYRIOS,KYRIES
ARDURE,"ORDURE,ARMURE"
TAWTIE,"BAWTIE,DAWTIE,TATTIE,TAWNIE,TAWPIE"
CORKIR,"CORCIR,CORKER"
BIGGIN,"PIGGIN,BOGGIN,BIGGEN,BIGGIE"
REHEAP,"RELEAP,REHEAD,REHEAL,REHEAR,REHEAT"
SLAVEY,"SLAVED,SLAVER,SLAVES"
SKIIS,"SKIDS,SKIES,SKIMS,SKINS,SKIPS,SKITS"
PLOYS,"CLOYS,PLAYS,PLODS,PLOPS,PLOTS,PLOWS"
AMANT,"ALANT,AVANT,AMENT,AMAUT,AMANG,AMANI"
UPCUT,UNCUT
SCAURS,"SCOURS,SCAUPS"
WITS,"AITS,BITS,CITS,DITS,FITS,GITS,HITS,KITS,LITS,NITS,PITS,RITS,SITS,TITS,ZITS,WATS,WETS,WOTS,WIGS,WINS,WISS,WITE,WITH"
NONLY,"FONLY,SONLY,NOBLY,NOILY,NONNY"
TOMOLO,POMOLO
RETENT,"DETENT,REBENT,RECENT,REGENT,RELENT,REPENT,RERENT,RESENT,REVENT,RETINT,RETEST,RETENE"
UNKEPT,"UNWEPT,UNKENT"
JARRY,"BARRY,CARRY,HARRY,LARRY,MARRY,PARRY,TARRY,YARRY,JERRY,JARVY,JARRA"
AZIDO,"AMIDO,AZIDE"
LEADED,"BEADED,HEADED,LOADED,LENDED,LEAFED,LEAKED,LEANED,LEAPED,LEASED,LEAVED,LEADEN,LEADER"
OTITIC,OTITIS
THRO,"TARO,TIRO,TORO,TYRO,THIO,THRU"
CLIFTY,"CLINTY,CLIFFY,CLIFTS"
WITEN,"WIDEN,WISEN,WIZEN,WITAN,WITED,WITES"
LUCIAN,"LYCIAN,LUDIAN,LUSIAN,LUVIAN,LUWIAN,LUCBAN"
CONGE,"LONGE,CORGE,CONTE,CONGA,CONGO"
DECARE,"DEKARE,DECORE,DECADE,DECANE,DECATE,DECARD,DECART"
DINS,"AINS,BINS,FINS,GINS,HINS,JINS,KINS,LINS,PINS,QINS,RINS,SINS,TINS,VINS,WINS,YINS,ZINS,DANS,DENS,DONS,DUNS,DIBS,DIES,DIFS,DIGS,DIMS,DIPS,DISS,DITS,DIVS,DINE,DING,DINK,DINO,DINT"
ERASED,"ERASER,ERASES"
PRETAN,"CRETAN,PREMAN,PRETAX"
BRUIN,"BRAIN,BRUIT"
DINGY,"BINGY,LINGY,MINGY,RINGY,WINGY,ZINGY,DUNGY,DIRGY,DINKY,DINGE,DINGO,DINGS"
ENWEB,UNWEB
ESCHEW,ESCHEL
CARAPA,"CAYAPA,CARAJA,CARARA,CARAPO"
REVET,"LEVET,WEVET,RIVET,ROVET,REGET,RELET,REMET,RENET,RESET,REWET,REVEL,REVER"
SPAY,"APAY,SHAY,SLAY,STAY,SWAY,SPRY,SPAE,SPAG,SPAM,SPAN,SPAR,SPAS,SPAT,SPAW,SPAZ"
PINKED,"DINKED,FINKED,JINKED,KINKED,LINKED,OINKED,SINKED,WINKED,ZINKED,PICKED,PINGED,PINNED,PINKEN,PINKER,PINKEY"
GRAPH,"GRIPH,GRYPH,GRAPE,GRAPY"
GLAURY,"GLAIRY,GLARRY"
UNSHOT,"UPSHOT,UNSLOT,UNSOOT,UNSPOT,UNSHUT,UNSHOD,UNSHOE,UNSHOP"
PEAK,"BEAK,LEAK,REAK,TEAK,WEAK,PECK,PEEK,PENK,PERK,PEAG,PEAL,PEAN,PEAR,PEAS,PEAT"
IMMUND,"IMMIND,IMMUNE"
SUDRA,"MUDRA,SUBRA,SUPRA,SURRA,SUTRA"
GRIEFS,"BRIEFS,GRIFFS"
PINYON,"VINYON,PINION,PINSON,PINYIN"
FRINGY,"FLINGY,FRINGE"
DARNS,"BARNS,CARNS,EARNS,HARNS,KARNS,TARNS,WARNS,YARNS,DURNS,DAMNS,DAWNS,DARBS,DARES,DARKS,DARTS"
NUNRY,"NURRY,NUNKY"
FASTS,"BASTS,CASTS,EASTS,GASTS,LASTS,MASTS,OASTS,PASTS,VASTS,WASTS,FISTS,FACTS,FAITS,FARTS,FASTI"
DRATS,"BRATS,FRATS,PRATS,DOATS,DRABS,DRAGS,DRAMS,DRAWS,DRAYS,DRATE"
PAYER,"GAYER,HAYER,LAYER,MAYER,SAYER,TAYER,PLYER,PRYER,PACER,PAGER,PALER,PAPER,PARER,PATER,PAVER,PAWER,PAYOR,PAYED,PAYEE,PAYEN"
TUPEK,TUPIK
VISAGE,VINAGE
PODDED,"CODDED,DODDED,GODDED,NODDED,RODDED,SODDED,PADDED,PODDER"
RAMEAL,RAMEAN
KEEPER,"BEEPER,DEEPER,PEEPER,REEPER,WEEPER,KELPER,KEUPER,KEEKER,KEELER,KEENER"
DINARS,DINERS
LAMDAN,LAMDEN
MEND,"BEND,FEND,HEND,LEND,PEND,REND,SEND,TEND,VEND,WEND,MAND,MIND,MEAD,MEED,MELD,MENE,MENG,MENO,MENT,MENU"
OUTLY,"TUTLY,OFTLY,OUTBY"
COLOLA,COBOLA
NAKER,"BAKER,CAKER,DAKER,FAKER,LAKER,MAKER,RAKER,SAKER,TAKER,WAKER,NAMER,NAKIR,NAKED"
RESINY,"ROSINY,RESINA,RESING,RESINK,RESINS"
CRIED,"DRIED,FRIED,PRIED,TRIED,WRIED,CREED,CRIER,CRIES,CRIEY"
REROOF,REROOT
FORA,"BORA,GORA,HORA,KORA,MORA,SORA,TORA,FORB,FORD,FORE,FORK,FORM,FORT"
RAGG,"HAGG,JAGG,MAGG,RIGG,RANG,RAGA,RAGE,RAGI,RAGS,RAGU"
REST,"BEST,FEST,GEST,HEST,JEST,KEST,LEST,NEST,PEST,TEST,VEST,WEST,YEST,ZEST,RAST,ROST,RUST,REFT,RENT,RESH"
REVERB,"REVERE,REVERS,REVERT,REVERY"
MESHY,"MASHY,MUSHY,MESSY"
SHALED,"WHALED,SCALED,SEALED,STALED,SHADED,SHAMED,SHAPED,SHARED,SHAVED,SHAWED,SHAYED,SHALEE,SHALES"
STREAM,"SCREAM,STROAM,STREAK"
WACKER,"BACKER,DACKER,HACKER,JACKER,LACKER,PACKER,RACKER,SACKER,TACKER,WICKER,WALKER,WANKER,WACKEN,WACKES"
ATALAN,ATAMAN
FITTER,"BITTER,GITTER,HITTER,JITTER,KITTER,LITTER,NITTER,PITTER,RITTER,SITTER,TITTER,WITTER,ZITTER,FATTER,FETTER,FUTTER,FILTER,FISTER,FITTED,FITTEN"
SINGEY,"BINGEY,DINGEY,SINGLY,SINGED,SINGER,SINGES"
ALTS,"ELTS,ACTS,AITS,ANTS,APTS,ARTS,ALAS,ALBS,ALES,ALFS,ALLS,ALMS,ALPS,ALUS,ALTO"
MOVED,"COVED,LOVED,ROVED,MOBED,MOOED,MOPED,MOTED,MOWED,MOVER,MOVES"
BHAKTI,"SHAKTI,BHARTI,BHAKTA"
WOODSY,WOODLY
MERCAT,MERCAL
INGLES,"ANGLES,INKLES"
EGLING,"OGLING,EELING,ELLING,EGGING"
BLAWED,"CLAWED,FLAWED,BLADED,BLAMED,BLARED,BLAZED"
LILTED,"HILTED,JILTED,KILTED,MILTED,SILTED,TILTED,WILTED,LIFTED,LISTED,LILIED"
NATHAN,PATHAN
YOGH,"HOGH,YODH,YOGA,YOGI"
ARMADO,ARMADA
ROYALS,"RIYALS,ROYALE"
RADEAU,"CADEAU,RIDEAU"
PALMA,"HALMA,SALMA,TALMA,PARMA,PALEA,PALLA,PALTA,PALMO,PALMS,PALMY"
FORSET,"CORSET,WORSET,FARSET,FOSSET,FORCET,FORGET,FORLET,FORPET,FORSEE"
SENILE,"PENILE,SEDILE,SENDLE"
DRAYED,"BRAYED,FRAYED,GRAYED,PRAYED,DRAPED"
PARGES,"BARGES,LARGES,MARGES,SARGES,TARGES,PURGES,PARIES,PARLES,PARSES,PARTES,PARGOS,PARGED,PARGET"
DECREW,"RECREW,DECREE"
ORYXES,ONYXES
PENCEY,"PENNEY,PENCEL"
DREAMT,"DREAMS,DREAMY"
MYAL,"GYAL,RYAL,MEAL"
EMMETT,EMMETS
INSETS,"ONSETS,UNSETS,INLETS"
PEYOTL,PEYOTE
RUBBLE,"BUBBLE,HUBBLE,NUBBLE,PUBBLE,RABBLE,RIBBLE,RUMBLE,RUBBEE,RUBBLY"
LIVRE,"VIVRE,LIBRE,LITRE"
EMOTER,"EMOTED,EMOTES"
SHOATS,"STOATS,SHOOTS,SHORTS,SHOTTS,SHOUTS,SHOALS"
SORNER,"CORNER,HORNER,SOMNER,SOONER,SORCER,SORTER,SORNED"
TABLE,"BABLE,CABLE,FABLE,GABLE,HABLE,NABLE,SABLE,TABLA"
SICKS,"DICKS,HICKS,KICKS,LICKS,MICKS,NICKS,OICKS,PICKS,RICKS,TICKS,WICKS,SACKS,SOCKS,SUCKS,SILKS,SINKS,SICES"
DEHAIR,"REHAIR,DEPAIR"
MEME,"DEME,FEME,HEME,LEME,SEME,TEME,MIME,MOME,MENE,MERE,MESE,METE,MEVE,MEZE,MEMO,MEMS"
SUNGAR,"HUNGAR,PUNGAR,SANGAR,SUNDAR"
PARDAH,"PURDAH,PARIAH,PARRAH,PARDAL,PARDAO"
BEJANT,"SEJANT,BESANT,BEZANT"
WENA,"GENA,SENA,VENA,WEKA,WETA,WEND,WENS,WENT"
PARGE,"BARGE,LARGE,MARGE,SARGE,TARGE,PORGE,PURGE,PADGE,PARDE,PARLE,PARSE,PARTE,PARVE,PARGO"
EXXON,EXION
FULWA,FUTWA
FETT,"NETT,SETT,YETT,FITT,FEAT,FEET,FELT,FENT,FEST,FETA,FETE,FETS"
BERTIN,"BERAIN,BERLIN,BERTIE"
HOLOUR,"COLOUR,DOLOUR,HONOUR"
COOLLY,"WOOLLY,COOLEY"
DEMOVE,"REMOVE,DEVOVE,DEMODE,DEMOTE"
PRANGS,"ORANGS,WRANGS,PRONGS,PRANKS"
EMERSE,"EVERSE,EMERGE"
MYRICK,MYRICA
LION,"CION,PION,LOON,LIEN,LIMN,LINN"
SKEO,"SKIO,SKED,SKEE,SKEG,SKEN,SKEP,SKER,SKET,SKEW"
MODILI,MODULI
REEBOK,RHEBOK
PATHOL,"PATROL,PATHOS"
FILOSE,"PILOSE,FILOSA"
RAPERS,"CAPERS,GAPERS,JAPERS,PAPERS,TAPERS,ROPERS,RACERS,RAKERS,RASERS,RATERS,RAVERS,RAZERS"
STOON,"SCOON,SHOON,SPOON,SWOON,STION,STOUN,STOOD,STOOF,STOOK,STOOL,STOOP,STOOT"
HAYER,"GAYER,LAYER,MAYER,PAYER,SAYER,TAYER,HALER,HATER,HAVER,HAWER,HAZER,HAYED,HAYES,HAYEY"
SICES,"BICES,DICES,FICES,RICES,VICES,SYCES,SIDES,SIKES,SINES,SIPES,SIRES,SISES,SITES,SIXES,SIZES,SICKS,SICEL,SICER"
RESCUE,"FESCUE,RESPUE"
BESET,"RESET,BISET,BEGET,BENET,BERET,BEWET,BESIT,BESOT,BESEE,BESEW"
BOOPIS,BOOPIC
ALIKE,"GLIKE,ALICE,ALIFE,ALINE,ALITE,ALIVE"
PEDARY,"CEDARY,PETARY"
ALIVES,"OLIVES,AVIVES,ALINES"
DOURER,"FOURER,POURER,SOURER,TOURER,DOUPER,DOUSER,DOUTER"
EMBULL,"EMBALL,EMBULK"
EMBAYS,EMBARS
BUFFIN,"CUFFIN,GUFFIN,MUFFIN,PUFFIN,RUFFIN,BIFFIN,BOFFIN"
JULIET,"JULIEN,JULIES"
CERAT,"BERAT,DERAT,HERAT,KERAT,MERAT,CARAT,CURAT,CERAL,CERAS"
GAURA,"LAURA,SAURA,WAURA,GOURA,GAURE,GAURS"
EMBOST,"EMBOSK,EMBOSS"
GASPED,"HASPED,RASPED,GAPPED,GASHED,GASSED,GASTED,GASPER"
BREEDS,"CREEDS,GREEDS,BLEEDS,BREADS,BREEKS,BREEDY"
WARMUS,"WAMMUS,WARGUS,WARMUP"
HURKLE,"TURKLE,HUCKLE,HURDLE,HURTLE"
BINOCS,BINOUS
OVEL,"AVEL,OVAL,OVEN,OVER"
COALAS,KOALAS
CULPAE,CULPAS
SUNK,"BUNK,DUNK,FUNK,GUNK,HUNK,JUNK,LUNK,PUNK,SANK,SINK,SUCK,SULK,SUNG,SUNI,SUNN,SUNS"
LOVERS,"COVERS,HOVERS,MOVERS,ROVERS,LAVERS,LEVERS,LIVERS,LONERS,LOPERS,LOSERS,LOWERS,LOVERY"
MUVULE,MUTULE
BLAMS,"CLAMS,FLAMS,SLAMS,BEAMS,BLABS,BLAHS,BLATS,BLAWS,BLAME"
MARG,"DARG,MAGG,MANG,MARA,MARC,MARD,MARE,MARK,MARL,MARM,MARS,MART,MARY"
BENNE,"RENNE,TENNE,BONNE,BERNE,BENNI,BENNY"
GAMBIT,"GAMBET,GAMBIA,GAMBIR"
REALMS,"REARMS,REALES"
TRYING,"CRYING,DRYING,FRYING,PRYING,WRYING,TOYING,TRUING"
MOHWA,MAHWA
DUCAT,"DUHAT,DULAT,DUCAL"
FAULT,"DAULT,GAULT,HAULT,SAULT,VAULT,FAUST,FAULD,FAULX"
AERIED,"AERIER,AERIES"
POONGA,POORGA
BOFFIN,"COFFIN,BIFFIN,BUFFIN,BOWFIN"
CAREER,"CARCER,CARDER,CARPER,CARTER,CARVER,CAREEN"
CHINOS,"RHINOS,CHICOS,CHIROS,CHINAS,CHINES,CHINKS,CHINTS,CHINOA,CHINOL"
FOLK,"HOLK,POLK,VOLK,YOLK,FILK,FORK,FOLD"
SIEVE,"LIEVE,NIEVE,STEVE,SUEVE,SIEGE,SIEVA,SIEVY"
SMUSE,"AMUSE,SCUSE,SKUSE,SOUSE,SMUSH"
NUNS,"BUNS,DUNS,FUNS,GUNS,HUNS,LUNS,MUNS,PUNS,RUNS,SUNS,TUNS,NANS,NUBS,NUGS,NURS,NUTS"
PRIMUS,"PRIMAS,PRIMES,PRIMOS,PRIMPS"
SIENNA,VIENNA
HAMOUS,"FAMOUS,RAMOUS,HUMOUS"
CHAMPS,"CLAMPS,CRAMPS,CHIMPS,CHOMPS,CHUMPS,CHAMOS,CHAMPA,CHAMPE,CHAMPY"
BECLIP,BECLAP
TINEID,TINGID
LASHER,"BASHER,CASHER,DASHER,FASHER,GASHER,HASHER,KASHER,MASHER,RASHER,WASHER,LUSHER,LATHER,LASTER,LASHED,LASHES"
CUNEUS,CULEUS
CURIE,"OURIE,CUSIE,CUTIE,CURSE,CURVE,CURIA,CURIN,CURIO"
ARGIN,"ALGIN,ARAIN,ARGAN,ARGON,ARGID,ARGIL"
YAPOK,"KAPOK,YAPON"
THERON,"TRERON,THORON"
DOTKIN,DODKIN
BERAIN,"BETAIN,BERLIN,BERTIN"
BELGA,BELLA
GRECO,"GREBO,GREGO,GRECE"
BONEY,"CONEY,DONEY,GONEY,HONEY,MONEY,PONEY,BOGEY,BOSEY,BOVEY,BONNY,BONED,BONER,BONES"
VEREK,"DEREK,TEREK,VEREY"
BUTUT,"BURUT,BUTAT"
MUSMON,MUSION
HARL,"CARL,EARL,FARL,JARL,MARL,HERL,HURL,HAIL,HALL,HAUL,HARD,HARE,HARK,HARM,HARN,HARO,HARP,HART"
SYSIN,"LYSIN,SASIN"
BLARED,"FLARED,GLARED,BEARED,BLADED,BLAMED,BLAWED,BLAZED,BLARES"
DUTY,"DOTY,DULY"
BAROI,BARON
LIENAL,LIMNAL
BOGY,"DOGY,FOGY,LOGY,POGY,BODY,BONY,BOXY,BOGS"
DAMNED,"DARNED,DAWNED,DAMMED,DAMPED,DAMNER"
MEANIE,"BEANIE,JEANIE,WEANIE,MEINIE,MEALIE"
REGALD,"REGILD,REGARD,REGALE,REGALO"
POSOLE,POSOLO
STRECK,"STRACK,STRICK,STRUCK,STREAK,STREEK"
FURNER,"BURNER,TURNER,FURLER"
ORBITY,"ORBITE,ORBITS"
CATNAP,"CATLAP,CATNEP,CATNIP"
CLIFF,"GLIFF,CLOFF,CLUFF,CLIFT"
ARLENG,"ARLING,ARLENE"
GALLIC,"GAELIC,GARLIC,GAULIC"
WIGS,"BIGS,CIGS,DIGS,FIGS,GIGS,JIGS,LIGS,MIGS,PIGS,RIGS,SIGS,TIGS,VIGS,ZIGS,WAGS,WOGS,WINS,WISS,WITS"
KAYS,"BAYS,CAYS,DAYS,FAYS,GAYS,HAYS,JAYS,LAYS,MAYS,NAYS,PAYS,RAYS,SAYS,TAYS,WAYS,YAYS,KEYS,KAAS,KABS,KAES,KAFS,KAIS,KAKS,KANS,KATS,KAWS,KAYO"
UNMAKE,"UNCAKE,UNRAKE,UNMADE,UNMATE,UNMAZE"
PISE,"BISE,MISE,RISE,VISE,WISE,PASE,POSE,PICE,PIKE,PILE,PINE,PIPE,PIZE,PISH,PISO,PISS"
JINGO,"BINGO,DINGO,LINGO,MINGO,PINGO,JINGU"
SPACES,"SPICES,SPADES,SPALES,SPARES,SPATES,SPACED,SPACER"
TARGED,"BARGED,MARGED,PARGED,TAGGED,TANGED,TARRED,TARTED,TARGER,TARGES,TARGET"
LENT,"BENT,CENT,DENT,FENT,GENT,HENT,KENT,MENT,PENT,RENT,SENT,TENT,VENT,WENT,LANT,LINT,LUNT,LEAT,LEET,LEFT,LEPT,LEST,LEND,LENG,LENO,LENS"
LUSTS,"BUSTS,DUSTS,GUSTS,JUSTS,MUSTS,OUSTS,RUSTS,LASTS,LISTS,LUNTS,LUSUS,LUSTY"
CANABA,"BANABA,CALABA,CASABA,CANADA"
SWATCH,"AWATCH,SCATCH,SLATCH,SMATCH,SNATCH,SWITCH"
EMMET,"EMMER,EMMEW"
SCREWY,SCREWS
PUKKA,"PUCKA,PULKA,PUNKA"
TERRA,"SERRA,TETRA,TERGA,TERMA,TERNA,TERRE,TERRI,TERRY"
COIGNE,"SOIGNE,COIGUE,COIGNS,COIGNY"
IAMB,"GAMB,JAMB,LAMB"
CIVVY,"BIVVY,DIVVY"
NITRES,"LITRES,MITRES,TITRES,NITROS,NITRED"
AMIES,"ABIES,ACIES,ARIES,AMIAS,AMIDS,AMINS,AMIRS,AMISS"
ZIRAI,"ZIRAK,ZIRAM"
MUSER,"GUSER,LUSER,MASER,MISER,MUTER,MUSAR,MUSED,MUSES,MUSET"
STORED,"SCORED,SHORED,SNORED,SPORED,STARED,STOKED,STOLED,STONED,STOPED,STOVED,STOWED,STORER,STORES,STOREY"
PEEPY,"SEEPY,WEEPY,PEPPY,PEEOY,PEERY,PEEPS"
